AMC CODE|AMC NAME|BSE SCHEME CODE|SCHEME NAME|SCHEME ISIN|SCHEME TYPE|ASWP TRANSACTION MODE|ASWP MINIMUM INSTALLMENT AMOUNT|ASWP MAXIMUM INSTALLMENT AMOUNT|ASWP MULTIPLIER AMOUNT|ASWP MINIMUM INSTALLMENT UNITS|ASWP MAXIMUM INSTALLMENT UNITS|ASWP MULTIPLIER UNITS|ASWP MINIMUM INSTALLMENT NUMBERS|ASWP MAXIMUM INSTALLMENT NUMBERS|ASWP FREQUENCY|ASWP DATES|ASWP MINIMUM GAP|ASWP MAXIMUM GAP|ASWP INSTALLMENT GAP|ASWP STATUS|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|FTIFIPP-DP|FRANKLIN INDIA EQUITY FUND - DIVIDEND PAYOUT|INF090I01213|EQUITY|P|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MFGP-GR|MOTILAL OSWAL FOCUSED 25 FUND - REGULAR GROWTH|INF247L01155|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|WEEKLYDATES|1,7,14,21,28|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MODEAD-DP|MOTILAL OSWAL DYNAMIC FUND - REGULAR ANNUAL DIVIDEND PAYOUT|INF247L01601|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|WEEKLYDATES|1,7,14,21,28|0|60|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBI147RDM-DR|SBI MAGNUM LOW DURATION FUND REGULAR MONTHLY IDCW REINVESTMENT|INF200K01MQ7|DEBT|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|FTIFTDPEF-DR|FRANKLIN INDIA DYNAMIC PE RATIO FUND OF FUNDS - DIVIDEND REINVESTMENT|INF090I01254|FOF|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MFDP-DR|MOTILAL OSWAL FOCUSED 25 FUND - REGULAR DIVIDEND REINVESTMENT|INF247L01163|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|MONTHLY|1,7,14,21,28|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MODEDA-DR|MOTILAL OSWAL DYNAMIC FUND - DIRECT ANNUAL DIVIDEND REINVESTMENT|INF247L01676|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|MONTHLY|1,7,14,21,28|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K17DP-DP|KOTAK BOND SCHEME PLAN A - ANNUAL DIVIDEND PAYOUT|INF174K01EQ1|DEBT|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|DAILY||0|60|0|1|
FRANKLINTEMPLETON|FRANKLIN TEMPLETON MUTUAL FUND|FTIFIFCAP-GR|FRANKLIN INDIA EQUITY ADVANTAGE FUND - GROWTH|INF090I01205|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
SUNDARAMMUTUALFUND_MF|SUNDARAM MUTUAL FUND|SUN161P-DP|SUNDARAM CORPORATE BOND FUND REGULAR ANNUAL DIVIDEND PAYOUT|INF903J01IA0|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|MONTHLY|1,11,21|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MODEGD-GR|MOTILAL OSWAL DYNAMIC FUND - DIRECT GROWTH|INF247L01635|EQUITY|DP|1500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,14,21,28|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K17DP-DP|KOTAK BOND SCHEME PLAN A - ANNUAL DIVIDEND PAYOUT|INF174K01EQ1|DEBT|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|QUARTERLY|1,7,14,21,25|0|90|0|1|
SBIMUTUALFUND_MF|SBI MUTUAL FUND|SBIPSU-GR|SBI PSU FUND - GROWTH|INF200K01BC0|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|1|9999|WEEKLYDATES|1,8,15,22|0|60|0|1|
SUNDARAMMUTUALFUND_MF|SUNDARAM MUTUAL FUND|SUN163P-DP|SUNDARAM CORPORATE BOND FUND REGULAR MONTHLY DIVIDEND PAYOUT|INF903J01HX4|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|QUARTERLY|1,11,21|0|90|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MODEGP-GR|MOTILAL OSWAL DYNAMIC FUND - REGULAR GROWTH|INF247L01585|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|WEEKLYDATES|1,7,14,21,28|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K145-DR|KOTAK SAVINGS FUND - MONTHLY DIVIDEND REINVESTMENT|INF174K01FH7|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RELNIDP-DR|RELIANCE DYNAMIC BOND FUND - DIVIDEND PLAN (DIVIDEND REINVESTMENT)|INF204K01FK6|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|ICICI2070-DR|ICICI PRUDENTIAL SAVINGS FUND - FORTNIGHTLY DIVIDEND REINVESTMENT|INF109K011Z1|DEBT|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MOFMPD-DR|MOTILAL OSWAL MIDCAP 30 FUND - DIRECT DIVIDEND REINVESTMENT|INF247L01452|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|MONTHLY|1,7,14,21,28|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K12-DR|KOTAK GILT UNIT SCHEME 98 INVESTMENT PLAN - REGULAR PLAN - QUARTERLY DIVIDEND REINVESTMENT|INF174K01FJ3|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
SUNDARAMMUTUALFUND_MF|SUNDARAM MUTUAL FUND|SBNP72-GR|SUNDARAM SMALL CAP FUND REGULAR GROWTH|INF903J01470|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|MONTHLY|1,11,21|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS403DZ-DR|ADITYA BIRLA SUN LIFE GOVERNMENT SECURITIES FUND- QUARTERLY DIVIDEND REINVESTMENT-DIRECT PLAN|INF209KA1LC4|DEBT|P|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,10,14,20,21,28|0|90|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MOHEGD-GR|MOTILAL OSWAL EQUITY HYBRID FUND-DIRECT PLAN GROWTH|INF247L01692|EQUITY|DP|1500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,14,21,28|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K12-DR|KOTAK GILT UNIT SCHEME 98 INVESTMENT PLAN - REGULAR PLAN - QUARTERLY DIVIDEND REINVESTMENT|INF174K01FJ3|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDAYS|MON,TUE,WED,THU,FRI|0|60|0|1|
SUNDARAMMUTUALFUND_MF|SUNDARAM MUTUAL FUND|SBNP05P-DP|SUNDARAM MID CAP FUND REGULAR DIVIDEND PAYOUT|INF903J01181|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|QUARTERLY|1,11,21|0|90|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS41A-DP|ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA WEALTH PLAN REGULAR DIVIDEND PAYOUT|INF209KB1E92|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLY|MON,TUE,WED,THU,FRI|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MOLFDD-DR|MOTILAL OSWAL LIQUID FUND DIRECT-DIVIDEND OPTION-DAILY REINVESTMENT|INF247L01742|LIQUID|P|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|WEEKLYDATES|1,7,14,21,28|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K12DP-DP|KOTAK GILT UNIT SCHEME 98 INVESTMENT PLAN - REGULAR PLAN - QUARTERLY DIVIDEND PAYOUT|INF174K01FK1|DEBT|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|EDELEGADD-DP|EDELWEISS LARGE CAP FUND - DIVIDEND PAYOUT OPTION|INF754K01012|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|12|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS41Y-GR|ADITYA BIRLA SUN LIFE BAL BHAVISHYA YOJNA WEALTH PLAN DIRECT GROWTH|INF209KB1E84|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|DAILY||0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MOLFRD-DR|MOTILAL OSWAL LIQUID FUND REGULAR DIVIDEND OPTION-DAILY REINVESTMENT|INF247L01817|LIQUID|P|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|WEEKLYDATES|1,7,14,21,28|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|K102-GR|KOTAK GILT UNIT SCHEME 98 INVESTMENT PLAN - PROVIDEND FUND & TRUST - GROWTH|INF174K01FL9|DEBT|DP|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|MONTHLY|1,7,14,21,25|0|60|0|1|
EDELWEISSMUTUALFUND_MF|EDELWEISS MUTUAL FUND|EDELEGADR-DR|EDELWEISS LARGE CAP FUND - DIVIDEND REINVESTMENT OPTION|INF754K01020|EQUITY|DP|500.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28|0|90|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS52Z-DR|ADITYA BIRLA SUN LIFE EQUITY FUND - DIVIDEND REINVESTMENT-DIRECT PLAN|INF209KA1LE0|EQUITY|P|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLY|MON,TUE,WED,THU,FRI|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MOLFRQ-DP|MOTILAL OSWAL LIQUID FUND REGULAR-DIVIDEND OPTION-QUARTERLY PAYOUT|INF247L01841|LIQUID|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|MONTHLY|1,7,14,21,28|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO484DD-DP|KOTAK FLOATING RATE FUND - DIRECT PLAN - MONTHLY DIVIDEND PAYOUT|INF174KA1EE6|DEBT|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|DAILY||0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RMFNFHP-DR-H|RELIANCE INDEX FUND - NIFTY PLAN - HALF YEARLY DIVIDEND REINVESTMENT|INF204K01IK0|EQUITY|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS60B-GR|ADITYA BIRLA SUNLIFE LIFE PHARMA & HEALTHCARE FUND NORMAL GROWTH|INF209KB1N91|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,10,14,20,21,28|0|90|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MOLFRQ-DR|MOTILAL OSWAL LIQUID FUND REGULAR-DIVIDEND OPTION-QUARTERLY REINVESTMENT|INF247L01858|LIQUID|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|12|9999|MONTHLY|1,7,14,21,28|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO486-DP|KOTAK FOCUSED EQUITY FUND - REGULAR PLAN - PAYOUT|INF174KA1EL1|EQUITY|P|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDFCSTOG-GR|HDFC SHORT TERM DEBT FUND - REGULAR PLAN - GROWTH|INF179K01CU6|DEBT|DP|100.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS85IFZ-DP|ADITYA BIRLA SUN LIFE BANKING & PSU DEBT FUND - DIVIDEND PAYOUT- DIRECT PLAN|INF209KA12Z1|DEBT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|MONTHLY|1,7,10,14,20,21,28|0|60|0|1|
MOTILALOSWAL_MF|MOTILAL OSWAL MUTUAL FUND|MOLFRW-DR|MOTILAL OSWAL LIQUID FUND REGULAR DIVIDEND OPTION-WEEKLY REINVESTMENT|INF247L01874|LIQUID|P|1500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,14,21,28|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO486-DP|KOTAK FOCUSED EQUITY FUND - REGULAR PLAN - PAYOUT|INF174KA1EL1|EQUITY|P|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|MONTHLY|1,7,14,21,25|0|60|0|1|
HDFCMUTUALFUND_MF|HDFC MUTUAL FUND|HDFCSTOD-DP|HDFC SHORT TERM DEBT FUND - REGULAR PLAN - FORTNIGHTLY DIVIDEND PAYOUT|INF179K01CV4|DEBT|P|100.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|6|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS916D-DR|ADITYA BIRLA SUN LIFE GOLD FUND - DIVIDEND REINVESTMENT|INF209K01PG2|FOF|P|100.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLY|MON,TUE,WED,THU,FRI|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLCPQPD-DP|RELIANCE ULTRA SHORT DURATION FUND - QUARTERLY DIVIDEND PLAN PAYOUT|INF204K01UH1|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO114DD-DP|KOTAK SMALL CAP FUND - DIRECT PLAN - PAYOUT|INF174K01KU0|EQUITY|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDAYS|WED|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS157MZ-DR|ADITYA BIRLA SUN LIFE OVERNIGHT FUND - DIRECT PLAN - MONTHLY DIVIDEND REINVESTMENT|INF209KB1ZK6|OVERNIGHT|P|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLY|MON,TUE,WED,THU,FRI|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS92Z-GR|ADITYA BIRLA SUN LIFE FRONTLINE EQUITY FUND - DIRECT - GROWTH|INF209K01YY7|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|MONTHLY|1,7,10,14,20,21,28|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLSHAM-DP|RELIANCE EQUITY HYBRID FUND DIRECT MONTHLY DIVIDEND PLAN PAYOUT|INF204KB1BD7|BALANCED|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO114DD-DP|KOTAK SMALL CAP FUND - DIRECT PLAN - PAYOUT|INF174K01KU0|EQUITY|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|MONTHLY|1,7,14,21,25|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS157WD-DR|ADITYA BIRLA SUN LIFE OVERNIGHT FUND - REGULAR PLAN - WEEKLY DIVIDEND REINVESTMENT|INF209KB1ZE9|OVERNIGHT|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|MONTHLY|1,7,10,14,20,21,28|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSAGZ-GR|ADITYA BIRLA SUN LIFE EQUITY HYBRID 95 FUND - GROWTH-DIRECT PLAN|INF209K01ZC0|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|MONTHLY|1,7,10,14,20,21,28|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLSHAM-DR|RELIANCE EQUITY HYBRID FUND DIRECT MONTHLY DIVIDEND PLAN REINVESTMENT|INF204KB1BE5|BALANCED|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|QUARTERLY|1,8,15,22|0|90|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO117-DP|KOTAK ASSET ALLOCATOR FUND - DIVIDEND PAYOUT|INF174K01476|FOF|P|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|MONTHLY|1,7,14,21,25|0|60|0|1|
HSBCMUTUALFUND_MF|HSBC MUTUAL FUND|HIID-DR|HSBC DEBT FUND - DIVIDEND REINVESTMENT DIRECT PLAN|INF336L01EP6|DEBT|DP|500.0000|999999999.0000|1.0000|50.0000|999999.0000|1.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSAZ-DP|ADITYA BIRLA SUN LIFE EQUITY HYBRID 95 FUND - DIVIDEND-DIRECT PLAN-DIVIDEND PAYOUT|INF209KA1LH3|EQUITY|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,10,14,20,21,28|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLSHAQ-DR|RELIANCE EQUITY HYBRID FUND DIRECT QUARTERLY DIVIDEND PLAN REINVESTMENT|INF204K012R0|BALANCED|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO200DD-DP|KOTAK DYNAMIC BOND FUND - DIRECT PLAN - QUARTERLY DIVIDEND PAYOUT|INF174K01JX6|DEBT|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
HSBCMUTUALFUND_MF|HSBC MUTUAL FUND|HMPSG-GR|HSBC REGULAR SAVINGS FUND -GROWTH DIRECT PLAN|INF336L01DW4|DEBT|DP|500.0000|999999999.0000|1.0000|50.0000|999999.0000|1.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSD105-GR|ADITYA BIRLA SUN LIFE BALANCED ADVANTAGE FUND - GROWTH DIRECT|INF084M01DJ5|BALANCED|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|4|9999|QUARTERLY|1,7,10,14,20,21,28|0|90|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLIPAW-DR|RELIANCE PRIME DEBT FUND - DIRECT WEEKLY DIVIDEND PLAN REINVESTMENT|INF204K01C49|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO486DD-DP|KOTAK FOCUSED EQUITY FUND - DIRECT PLAN - PAYOUT|INF174KA1EP2|EQUITY|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|MONTHLY|1,7,14,21,25|0|60|0|1|
HSBCMUTUALFUND_MF|HSBC MUTUAL FUND|HMPSQ-DR|HSBC REGULAR SAVINGS FUND -QUARTERLY DIVIDEND REINVESTMENT DIRECT PLAN|INF336L01EA8|DEBT|DP|500.0000|999999999.0000|1.0000|50.0000|999999.0000|1.0000|6|9999|QUARTERLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|90|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BSD1062-DP|ADITYA BIRLA SUN LIFE FINANCIAL PLANNING FOF - AGGRESSIVE PLAN- DIRECT PLAN - DIVIDEND PAYOUT|INF084M01EX4|FOF|DP|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLY|MON,TUE,WED,THU,FRI|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLNLQP-DP|RELIANCE NIVESH LAKSHYA FUND - QUARTERLY DIVIDEND PLAN DIVIDEND PAYOUT|INF204KB1ZG9|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO486DP-DP|KOTAK FOCUSED EQUITY FUND - REGULAR PLAN - PAYOUT|INF174KA1EM9|EQUITY|D|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|1.0000|6|9999|QUARTERLY|1,7,14,21,25|0|90|0|1|
ICICIPRUDENTIALMUTUALFUND_MF|ICICI PRUDENTIAL MUTUAL FUND|8017-GR|ICICI PRUDENTIAL EQUITY AND DEBT FUND - DIRECT PLAN - GROWTH|INF109K01Y07|BALANCED|DP|1.0000|999999999.0000|1.0000|999999.0000|999999.0000|999999.0000|2|9999|MONTHLY|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
BIRLASUNLIFEMUTUALFUND_MF|ADITYA BIRLA SUN LIFE MUTUAL FUND|BS1180A-DR|ADITYA BIRLA SUN LIFE BANKING AND FINANCIAL SERVICES FUND - REGULAR PLAN -REINVESTMENT|INF209K010W9|EQUITY|P|500.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|MONTHLY|1,7,10,14,20,21,28|0|60|0|1|
NipponIndiaMutualFund_MF|Nippon India MUTUAL FUND|RLFRAW-DR|RELIANCE FLOATING RATE FUND - DIRECT WEEKLY DIVIDEND PLAN REINVESTMENT|INF204K01E13|DEBT|DP|500.0000|999999999.0000|1.0000|1.0000|999999.0000|1.0000|1|9999|MONTHLY|1,8,15,22|0|60|0|1|
KOTAKMAHINDRAMF|KOTAK MAHINDRA MUTUAL FUND|KO118-DP|KOTAK EQUITY OPPORTUNITIES FUND - DIVIDEND PAYOUT|INF174K01195|EQUITY|P|1000.0000|999999999.0000|1.0000|0.0010|999999.0000|0.0010|6|9999|WEEKLYDATES|1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30|0|60|0|1|
